datetime,open,high,low,close,volume
2021-10-21 20:30:00,127.523946,127.72453,122.356508,122.576196,32943587.0
2021-10-22 20:30:00,122.30875,124.410111,120.934269,122.146372,12125870.0
2021-10-25 20:30:00,121.812065,122.881849,121.248518,121.917133,6673239.0
2021-10-26 20:30:00,121.802513,122.547541,121.071813,121.429999,8920847.0
2021-10-27 20:30:00,121.7261,122.146372,119.405052,119.557878,7300769.0
2021-10-28 20:30:00,119.557878,120.646765,119.032538,120.197838,6808258.0
2021-10-29 20:30:00,119.806221,120.656316,119.309535,119.491016,6194526.0
2021-11-01 20:30:00,119.443258,120.646765,118.285122,120.61811,6182729.0
2021-11-02 20:30:00,120.637213,121.468206,119.309535,120.522594,4726348.0
2021-11-03 20:30:00,120.570352,121.582826,120.045012,121.429999,5675890.0
2021-11-04 20:30:00,123.05,123.34,119.9,120.85,7208736.0
2021-11-05 20:30:00,121.43,123.77,121.43,123.61,6790478.0
2021-11-08 21:30:00,123.985,124.78,123.53,124.54,5625275.0
2021-11-09 21:30:00,122.56,122.9,120.26,120.85,7236608.0
2021-11-10 21:30:00,121.0,122.43,119.932,120.22,6268961.0
2021-11-11 21:30:00,120.9,121.7894,120.08,120.27,4643257.0
2021-11-12 21:30:00,120.0,120.64,118.78,118.96,5418279.0
2021-11-15 21:30:00,119.54,120.16,118.31,118.87,5046321.0
2021-11-16 21:30:00,118.92,119.9,118.42,118.46,4750760.0
2021-11-17 21:30:00,118.38,119.33,117.78,118.06,4043289.0
2021-11-18 21:30:00,118.36,118.36,116.31,116.66,5047879.0
2021-11-19 21:30:00,116.49,116.56,115.27,116.05,5384548.0
2021-11-22 21:30:00,116.0,118.81,115.19,116.47,6417218.0
2021-11-23 21:30:00,116.79,117.94,116.04,116.79,4914995.0
2021-11-24 21:30:00,116.16,117.27,116.08,116.73,3220802.0
2021-11-26 21:30:00,115.0,116.335,114.56,115.81,3322012.0
2021-11-29 21:30:00,118.62,119.61,117.53,118.5,8949795.0
2021-11-30 21:30:00,117.5,119.2399,116.45,117.1,9252701.0
2021-12-01 21:30:00,118.25,118.93,116.85,116.92,5959867.0
2021-12-02 21:30:00,117.37,117.98,116.56,116.9,5267149.0
2021-12-03 21:30:00,117.36,119.36,117.36,118.84,6630139.0
2021-12-06 21:30:00,119.4,121.15,119.4,119.91,4785560.0
2021-12-07 21:30:00,120.475,122.08,120.07,121.58,5193991.0
2021-12-08 21:30:00,122.0,123.38,121.52,123.02,5483948.0
2021-12-09 21:30:00,122.15,123.95,121.79,123.57,4601092.0
2021-12-10 21:30:00,124.3,125.33,123.36,124.09,4966921.0
2021-12-13 21:30:00,123.76,124.3554,120.79,122.58,6847468.0
2021-12-14 21:30:00,122.35,125.03,122.3,123.76,5716124.0
2021-12-15 21:30:00,123.8,124.815,122.18,123.11,4990028.0
2021-12-16 21:30:00,123.51,126.6399,123.475,125.93,7280537.0
2021-12-17 21:30:00,125.87,128.64,125.2093,127.4,10382693.0
2021-12-20 21:30:00,125.72,127.2,124.7,127.06,4941411.0
2021-12-21 21:30:00,127.66,129.3356,127.66,128.97,4855972.0
2021-12-22 21:30:00,129.06,129.79,127.6,129.75,3923198.0
2021-12-23 21:30:00,130.0,130.96,129.52,130.63,3649044.0
2021-12-27 21:30:00,130.63,131.65,129.95,131.62,4294499.0
2021-12-28 21:30:00,131.6,133.22,131.59,132.63,3447079.0
2021-12-29 21:30:00,132.4,134.21,132.3,133.35,4239935.0
2021-12-30 21:30:00,133.75,134.37,133.33,133.91,3158111.0
2021-12-31 21:30:00,134.0,134.99,133.61,133.66,3362060.0
2022-01-03 21:30:00,134.07,136.295,133.63,136.04,4610665.0
2022-01-04 21:30:00,136.1,139.95,135.9,138.02,7300011.0
2022-01-05 21:30:00,138.31,142.2,137.88,138.22,8956910.0
2022-01-06 21:30:00,138.2,138.4099,132.51,135.34,9908081.0
2022-01-07 21:30:00,134.9,135.6618,133.5111,134.83,5238099.0
2022-01-10 21:30:00,134.47,136.2,133.38,135.03,5432807.0
2022-01-11 21:30:00,130.52,133.25,127.97,132.87,11105324.0
2022-01-12 21:30:00,133.25,134.47,131.37,133.59,5352014.0
2022-01-13 21:30:00,133.9,136.05,133.56,134.76,4868349.0
2022-01-14 21:30:00,134.55,135.14,133.3,134.21,5310305.0
2022-01-18 21:30:00,132.95,133.89,131.78,132.94,5247453.0
2022-01-19 21:30:00,132.9,133.9,131.5,131.58,4103694.0
2022-01-20 21:30:00,131.26,132.88,130.5705,130.82,5278244.0
2022-01-21 21:30:00,131.65,131.87,129.27,129.35,5906950.0
2022-01-24 21:30:00,127.99,129.15,124.193,128.82,13777648.0
2022-01-25 21:30:00,129.14,137.3361,128.3,136.1,19715698.0
2022-01-26 21:30:00,136.47,137.07,133.13,134.26,8335992.0
2022-01-27 21:30:00,133.66,134.75,132.08,132.52,5499566.0
2022-01-28 21:30:00,133.19,134.53,131.79,134.5,5471497.0
2022-01-31 21:30:00,134.09,134.09,132.3,133.57,5859043.0
2022-02-01 21:30:00,133.76,135.96,132.5,135.53,6206448.0
2022-02-02 21:30:00,135.7,137.555,135.26,137.25,5357237.0
2022-02-03 21:30:00,137.0,138.76,135.831,137.78,6100777.0
2022-02-04 21:30:00,137.86,138.82,136.215,137.15,4142045.0
2022-02-07 21:30:00,137.45,137.8223,136.27,137.24,3759046.0
2022-02-08 21:30:00,137.23,137.52,135.78,137.02,4181825.0
2022-02-09 21:30:00,137.84,138.35,136.83,137.79,5393478.0
2022-02-10 21:30:00,135.47,136.56,133.17,133.52,5978640.0
2022-02-11 21:30:00,133.9,134.7099,132.38,132.69,4176155.0
2022-02-14 21:30:00,132.59,132.65,129.07,130.15,5345289.0
2022-02-15 21:30:00,130.64,131.68,129.61,129.94,4395714.0
2022-02-16 21:30:00,129.45,130.44,128.26,129.18,4875612.0
2022-02-17 21:30:00,128.05,128.5,124.85,124.97,6796997.0
2022-02-18 21:30:00,124.94,125.44,123.61,124.35,4609212.0
2022-02-22 21:30:00,124.2,125.0,122.68,123.92,5349687.0
2022-02-23 21:30:00,124.38,124.7,121.87,122.07,4086367.0
2022-02-24 21:30:00,120.0,122.1,118.81,121.97,6563202.0
2022-02-25 21:30:00,122.05,124.2625,121.45,124.18,4460904.0
2022-02-28 21:30:00,122.21,123.3851,121.0388,122.51,6757332.0
2022-03-01 21:30:00,122.67,123.39,120.7,121.35,4873331.0
2022-03-02 21:30:00,122.59,124.64,121.8,123.86,4891435.0
2022-03-03 21:30:00,124.96,126.665,124.2351,125.93,5206649.0
2022-03-04 21:30:00,124.4,127.35,124.2103,126.62,4402911.0
2022-03-07 21:30:00,126.47,127.905,125.62,126.07,5047358.0
2022-03-08 21:30:00,126.62,128.345,124.82,125.68,4887565.0
2022-03-09 21:30:00,127.41,128.1,125.91,126.22,4403499.0
2022-03-10 21:30:00,125.75,126.03,123.125,124.35,5326835.0
2022-03-11 21:30:00,125.0,126.77,123.91,123.96,4119630.0
2022-03-14 20:30:00,124.45,125.16,122.685,123.94,3289440.0
2022-03-15 20:30:00,124.0,125.9398,123.22,125.64,4021228.0
2022-03-16 20:30:00,126.5,127.2842,124.71,127.04,4292845.0
2022-03-17 20:30:00,127.1,128.29,126.53,127.96,3671903.0
2022-03-18 20:30:00,127.38,128.93,126.37,128.76,7466026.0
2022-03-21 20:30:00,129.0,129.74,127.4,128.1,3384636.0
2022-03-22 20:30:00,128.5,129.3,127.85,129.06,2690193.0
2022-03-23 20:30:00,129.08,129.32,128.25,128.3,2924535.0
2022-03-24 20:30:00,128.33,129.37,127.8,129.25,2971075.0
2022-03-25 20:30:00,129.5,131.4,129.31,131.35,3531746.0
2022-03-28 20:30:00,130.82,131.5,129.6,131.47,2483492.0
2022-03-29 20:30:00,132.04,132.84,130.43,131.94,5791032.0
2022-03-30 20:30:00,132.01,133.08,131.39,132.13,2622860.0
2022-03-31 20:30:00,130.72,131.88,130.0,130.02,4274029.0
2022-04-01 20:30:00,129.66,130.27,128.06,130.15,4012373.0
2022-04-04 20:30:00,130.26,130.45,128.93,130.27,2811100.0
2022-04-05 20:30:00,129.85,131.23,128.66,128.89,3107181.0
2022-04-06 20:30:00,127.78,129.515,127.25,129.39,3958057.0
2022-04-07 20:30:00,128.87,129.2499,126.73,128.55,3538317.0
2022-04-08 20:30:00,128.01,128.78,127.27,127.73,3143309.0
2022-04-11 20:30:00,127.95,128.175,126.18,126.37,3202545.0
2022-04-12 20:30:00,126.42,127.34,125.5835,125.98,2690998.0
2022-04-13 20:30:00,125.64,126.67,124.91,126.14,3064918.0
2022-04-14 20:30:00,128.93,130.58,126.38,126.56,6384180.0
2022-04-18 20:30:00,126.6,127.3899,125.53,126.17,4884150.0
2022-04-19 20:30:00,126.08,129.4,126.0,129.15,7971361.0
2022-04-20 20:30:00,135.0,139.56,133.38,138.32,17859155.0
2022-04-21 20:30:00,138.23,141.88,137.35,139.85,9922349.0
2022-04-22 20:30:00,139.7,140.4399,137.35,138.25,6508599.0
2022-04-25 20:30:00,137.59,139.65,135.19,139.1,5748289.0
2022-04-26 20:30:00,139.0,139.87,136.17,136.19,4956236.0
2022-04-27 20:30:00,135.78,137.12,134.63,135.06,4369052.0
2022-04-28 20:30:00,136.85,136.99,134.81,135.74,4477068.0
2022-04-29 20:30:00,135.13,135.5545,132.0,132.21,5078660.0
2022-05-02 20:30:00,133.0,133.77,130.89,133.04,4213477.0
2022-05-03 20:30:00,133.0,133.6,131.99,132.52,3688574.0
2022-05-04 20:30:00,132.87,137.87,132.14,137.4,5932574.0
2022-05-05 20:30:00,136.46,137.26,134.76,135.92,5957434.0
2022-05-06 20:30:00,135.47,137.99,135.47,137.67,7306396.0
2022-05-09 20:30:00,134.41,136.345,133.315,134.44,7647933.0
2022-05-10 20:30:00,135.0,135.41,128.43,129.13,8642398.0
2022-05-11 20:30:00,129.86,132.96,129.86,130.75,5301131.0
2022-05-12 20:30:00,131.27,133.62,130.41,132.9,5384809.0
2022-05-13 20:30:00,133.0,133.8,131.05,133.6,4195218.0
2022-05-16 20:30:00,133.1,136.51,132.41,135.03,4250395.0
2022-05-17 20:30:00,137.19,138.37,135.64,138.37,4372909.0
2022-05-18 20:30:00,137.1,137.615,132.17,132.94,6003015.0
2022-05-19 20:30:00,132.0,132.32,128.71,129.66,5819664.0
2022-05-20 20:30:00,130.18,130.37,125.8,128.48,6914458.0
2022-05-23 20:30:00,129.5,131.95,129.42,131.17,3591511.0
2022-05-24 20:30:00,130.57,134.37,130.42,133.8,4189723.0
2022-05-25 20:30:00,132.86,134.82,132.86,134.39,3299303.0
2022-05-26 20:30:00,135.0,137.55,134.52,136.89,3929338.0
2022-05-27 20:30:00,137.39,139.7394,137.24,139.27,4608215.0
2022-05-31 20:30:00,138.2,139.83,136.81,138.84,7978053.0
2022-06-01 20:30:00,139.67,140.4699,138.52,139.43,3796488.0
2022-06-02 20:30:00,139.45,140.29,136.85,140.15,3734812.0
2022-06-03 20:30:00,140.26,142.5794,139.74,141.18,4352213.0
2022-06-06 20:30:00,142.98,144.73,142.0,142.88,4767100.0
2022-06-07 20:30:00,142.6,142.98,140.96,142.78,2887051.0
2022-06-08 20:30:00,142.07,142.8,140.15,140.83,3005666.0
2022-06-09 20:30:00,140.15,141.04,137.93,137.96,3592551.0
2022-06-10 20:30:00,137.8,137.8,135.25,136.19,4661716.0
2022-06-13 20:30:00,133.97,137.57,133.76,135.11,6486044.0
2022-06-14 20:30:00,135.0,136.9501,134.86,135.72,4607785.0
2022-06-15 20:30:00,136.01,138.45,135.58,137.06,4606887.0
2022-06-16 20:30:00,135.3,136.24,134.39,135.67,5386396.0
2022-06-17 20:30:00,135.99,136.98,132.85,135.02,12968509.0
2022-06-21 20:30:00,135.9,138.5,135.9,137.85,4089272.0
2022-06-22 20:30:00,136.1,138.18,136.03,137.08,3791635.0
2022-06-23 20:30:00,137.14,138.62,136.5,138.44,4547925.0
2022-06-24 20:30:00,139.2,142.37,139.13,142.06,11493012.0
2022-06-27 20:30:00,142.26,143.83,141.95,142.8,3935968.0
2022-06-28 20:30:00,142.92,144.155,141.32,141.86,4065202.0
2022-06-29 20:30:00,142.74,143.5213,139.5,140.71,4161491.0
2022-06-30 20:30:00,139.58,142.46,139.28,141.19,4878020.0
2022-07-01 20:30:00,141.0,141.67,139.26,141.12,4012106.0
2022-07-05 20:30:00,139.97,139.97,135.27,137.62,6274067.0
2022-07-06 20:30:00,138.0,139.14,137.13,138.08,3237059.0
2022-07-07 20:30:00,138.91,141.325,138.83,140.83,3897077.0
2022-07-08 20:30:00,140.76,141.3203,139.82,140.47,2820928.0
2022-07-11 20:30:00,140.62,141.87,140.13,141.0,3912773.0
2022-07-12 20:30:00,140.84,141.55,138.565,139.18,3235571.0
2022-07-13 20:30:00,137.18,138.9,136.8,137.18,4123213.0
2022-07-14 20:30:00,135.6,139.43,135.02,139.06,5298351.0
2022-07-15 20:30:00,140.68,140.68,138.61,139.92,4519320.0
2022-07-18 20:30:00,140.15,140.31,137.7844,138.13,8231694.0
2022-07-19 20:30:00,131.58,132.56,127.72,130.88,29690535.0
2022-07-20 20:30:00,130.7,130.72,128.06,129.18,9882016.0
2022-07-21 20:30:00,128.75,128.81,125.13,127.15,11975361.0
2022-07-22 20:30:00,127.03,128.32,125.71,128.25,6467205.0
2022-07-25 20:30:00,128.44,129.1257,127.9,128.54,4702352.0
2022-07-26 20:30:00,128.26,129.3,127.63,128.08,3645313.0
2022-07-27 20:30:00,127.97,129.43,127.58,129.12,4175625.0
2022-07-28 20:30:00,128.75,129.81,128.606,129.22,3913680.0
2022-07-29 20:30:00,129.52,131.0,129.31,130.79,5786815.0
2022-08-01 20:30:00,130.75,132.7,130.7,132.04,4142099.0
2022-08-02 20:30:00,132.2,132.78,130.51,131.81,4403633.0
2022-08-03 20:30:00,131.82,132.862,131.32,132.34,3088532.0
2022-08-04 20:30:00,132.15,132.2866,131.02,131.64,3179789.0
2022-08-05 20:30:00,131.25,132.67,131.07,132.48,2586519.0
2022-08-08 20:30:00,133.1,133.35,132.02,132.61,3825145.0
2022-08-09 20:30:00,129.92,130.79,129.12,129.47,3495991.0
2022-08-10 20:30:00,130.75,131.78,130.34,131.5,3663995.0
2022-08-11 20:30:00,132.36,133.225,132.0,132.54,3501925.0
2022-08-12 20:30:00,132.62,134.09,131.98,134.01,2767054.0
2022-08-15 20:30:00,132.96,135.19,132.24,134.93,2791241.0
2022-08-16 20:30:00,134.6,137.37,134.4517,136.56,4313600.0
2022-08-17 20:30:00,136.46,138.415,136.3,137.79,3667568.0
2022-08-18 20:30:00,137.79,139.12,137.75,139.07,3177726.0
2022-08-19 20:30:00,138.75,139.34,137.66,138.37,3155842.0
2022-08-22 20:30:00,137.65,137.85,135.47,135.55,3093629.0
2022-08-23 20:30:00,135.37,136.1,134.72,134.74,4141798.0
2022-08-24 20:30:00,134.89,135.11,133.11,133.23,2855421.0
2022-08-25 20:30:00,133.65,134.425,133.07,133.98,2706005.0
2022-08-26 20:30:00,134.1,134.18,130.34,130.38,4185254.0
2022-08-29 20:30:00,129.99,131.42,129.57,130.31,2782973.0
2022-08-30 20:30:00,130.56,130.77,129.29,129.58,2407888.0
2022-08-31 20:30:00,129.92,130.0,128.4,128.45,3490380.0
2022-09-01 20:30:00,128.4,129.8173,127.74,129.66,3396219.0
2022-09-02 20:30:00,130.3,130.56,127.24,127.79,3040813.0
2022-09-06 20:30:00,127.8,128.06,126.3,126.72,3347108.0
2022-09-07 20:30:00,126.69,127.8667,126.28,127.71,2401513.0
2022-09-08 20:30:00,127.2,128.54,126.59,128.47,2964613.0
2022-09-09 20:30:00,128.9,129.49,128.06,129.19,3293365.0
2022-09-12 20:30:00,130.33,130.99,129.89,130.66,3741168.0
2022-09-13 20:30:00,129.14,129.909,126.7709,127.25,4565585.0
2022-09-14 20:30:00,127.5,129.0,126.845,127.69,3819067.0
2022-09-15 20:30:00,127.39,127.465,124.9,125.49,5141671.0
2022-09-16 20:30:00,124.36,127.53,123.83,127.27,9839696.0
2022-09-19 20:30:00,126.49,128.06,126.28,127.73,3981606.0
2022-09-20 20:30:00,126.9,126.99,125.52,126.3,2837485.0
2022-09-21 20:30:00,126.89,127.84,124.92,124.93,3389545.0
2022-09-22 20:30:00,124.76,126.51,124.41,125.31,4046748.0
2022-09-23 20:30:00,124.53,125.0,121.74,122.71,5195693.0
2022-09-26 20:30:00,122.3,124.26,121.75,122.01,3987817.0
2022-09-27 20:30:00,122.6,123.95,121.08,121.74,4117215.0
2022-09-28 20:30:00,121.65,123.23,119.81,122.76,4996378.0
2022-09-29 20:30:00,121.85,122.62,120.57,121.63,3817723.0
2022-09-30 20:30:00,121.66,122.43,118.61,118.81,5346108.0
2022-10-03 20:30:00,120.16,122.21,119.6,121.51,4261729.0
2022-10-04 20:30:00,122.8,125.65,122.52,125.5,4566055.0
2022-10-05 20:30:00,124.71,126.46,124.23,125.74,3212872.0
2022-10-06 20:30:00,124.88,125.3,121.77,122.23,5074624.0
2022-10-07 20:30:00,121.5,121.8016,118.07,118.82,4499672.0
2022-10-10 20:30:00,119.79,119.96,117.04,117.75,5990008.0
2022-10-11 20:30:00,117.46,119.23,116.94,117.8,4043265.0
2022-10-12 20:30:00,118.0,118.81,117.2,117.57,3338754.0
2022-10-13 20:30:00,116.1,122.15,115.545,121.79,5837645.0
2022-10-14 20:30:00,121.8,122.54,119.84,120.04,3763840.0
2022-10-17 20:30:00,121.8,122.875,121.43,121.52,5458585.0
2022-10-18 20:30:00,123.0,123.94,121.82,122.94,5120336.0
2022-10-19 20:30:00,122.36,123.94,121.9875,122.51,5906576.0
2022-10-20 20:30:00,126.25,128.96,125.15,128.3,13623115.0
2022-10-21 20:30:00,128.39,130.845,127.59,129.9,7201256.0
2022-10-24 20:30:00,130.9,133.11,129.85,132.69,5610914.0
2022-10-25 20:30:00,132.0,133.3,131.3,132.93,5957623.0
2022-10-26 20:30:00,133.72,135.863,132.81,135.01,5140023.0
2022-10-27 20:30:00,135.55,136.4,134.445,134.77,3993168.0
2022-10-28 20:30:00,135.56,138.8615,135.22,138.51,5965457.0
2022-10-31 20:30:00,138.06,138.7699,136.595,138.29,4915270.0
2022-11-01 20:30:00,138.25,138.65,136.7,138.2,3590607.0
2022-11-02 20:30:00,137.75,140.17,136.8,136.83,5365264.0
2022-11-03 20:30:00,136.42,136.48,133.97,134.47,4442443.0
2022-11-04 20:30:00,135.65,137.73,134.94,136.96,4177972.0
2022-11-07 21:30:00,136.64,138.7,136.51,138.34,4043062.0
2022-11-08 21:30:00,139.0,140.93,138.72,140.04,5042756.0
2022-11-09 21:30:00,137.95,138.9,136.94,137.39,4720007.0
2022-11-10 21:30:00,140.26,141.37,138.29,141.23,5389025.0
2022-11-11 21:30:00,141.5,144.13,140.96,143.17,5871264.0
2022-11-14 21:30:00,142.63,146.08,142.18,144.2,5245624.0
2022-11-15 21:30:00,144.08,146.1609,142.0,144.34,4727107.0
2022-11-16 21:30:00,144.13,144.95,144.0081,144.52,3445302.0
2022-11-17 21:30:00,143.41,146.18,143.25,146.09,3955162.0
2022-11-18 21:30:00,146.56,148.31,145.94,147.64,4661735.0
2022-11-21 21:30:00,147.55,147.928,146.45,146.68,3476208.0
2022-11-22 21:30:00,147.6,149.35,147.02,149.1,7062060.0
2022-11-23 21:30:00,149.1,150.46,148.3,148.75,3658459.0
2022-11-25 21:30:00,148.27,149.49,148.101,148.37,2075156.0
2022-11-28 21:30:00,147.98,148.24,145.935,146.18,3538696.0
2022-11-29 21:30:00,145.91,147.1668,145.7,146.49,2754744.0
2022-11-30 21:30:00,146.19,149.64,145.67,148.9,6377582.0
2022-12-01 21:30:00,149.98,150.01,147.34,149.16,4495924.0
2022-12-02 21:30:00,148.13,149.16,147.73,148.67,2899995.0
2022-12-05 21:30:00,147.94,148.93,146.8,147.41,2784767.0
2022-12-06 21:30:00,147.3,147.8,146.7,147.5,2847610.0
2022-12-07 21:30:00,147.33,148.105,146.29,147.27,3971285.0
2022-12-08 21:30:00,147.9,149.153,147.365,147.78,2665687.0
2022-12-09 21:30:00,147.4,148.34,146.97,147.05,3047581.0
2022-12-12 21:30:00,147.82,149.21,146.9426,149.21,4032780.0
2022-12-13 21:30:00,150.37,153.21,149.95,150.57,8811553.0
2022-12-14 21:30:00,150.47,151.91,148.45,149.86,4205878.0
2022-12-15 21:30:00,148.52,148.98,141.58,142.36,6687744.0
2022-12-16 21:30:00,141.25,141.915,138.97,140.16,9834427.0
2022-12-19 21:30:00,140.16,140.44,137.195,138.87,5282860.0
2022-12-20 21:30:00,138.84,141.425,138.34,141.28,5156450.0
2022-12-21 21:30:00,141.84,143.09,140.975,142.14,3793700.0
2022-12-22 21:30:00,140.95,141.44,138.62,140.88,3337851.0
2022-12-23 21:30:00,140.59,141.8565,139.6,141.65,2092715.0
2022-12-27 21:30:00,141.73,142.72,141.23,142.42,2742525.0
2022-12-28 21:30:00,142.4,142.81,139.95,140.02,2539577.0
2022-12-29 21:30:00,140.58,142.26,140.45,141.06,2337207.0
2022-12-30 21:30:00,140.54,140.9,139.45,140.89,2858110.0
2023-01-03 21:30:00,141.1,141.9,140.48,141.55,3338829.0
2023-01-04 21:30:00,142.07,143.615,141.3675,142.6,3869236.0
2023-01-05 21:30:00,142.44,142.498,140.01,141.11,2866648.0
2023-01-06 21:30:00,142.38,144.25,141.58,143.7,3574042.0
2023-01-09 21:30:00,144.08,145.47,143.4,143.55,3987782.0
2023-01-10 21:30:00,143.61,144.85,142.9,144.8,2152172.0
2023-01-11 21:30:00,145.0,145.53,143.45,145.26,3268738.0
2023-01-12 21:30:00,144.88,146.66,144.52,145.55,2716118.0
2023-01-13 21:30:00,144.06,146.1,144.01,145.89,2455786.0
2023-01-17 21:30:00,146.42,147.18,145.01,145.19,2986461.0
2023-01-18 21:30:00,144.4,144.678,140.225,140.41,6445642.0
2023-01-19 21:30:00,140.0,142.23,139.75,140.62,4833924.0
2023-01-20 21:30:00,141.67,141.86,140.51,141.2,7153341.0
2023-01-23 21:30:00,141.4,142.985,141.06,141.86,5898436.0
2023-01-24 21:30:00,141.25,142.75,140.0,141.49,4407622.0
2023-01-25 21:30:00,140.47,141.03,139.36,140.76,7347453.0
2023-01-26 21:30:00,137.53,138.27,132.98,134.45,17548483.0
2023-01-27 21:30:00,134.44,135.488,133.7701,134.39,8143146.0
2023-01-30 21:30:00,134.32,136.11,133.98,135.3,5375712.0
2023-01-31 21:30:00,135.5,135.65,133.76,134.73,7206448.0
2023-02-01 21:30:00,134.49,135.79,132.8,135.09,5428898.0
2023-02-02 21:30:00,135.96,136.72,134.85,136.39,6107793.0
2023-02-03 21:30:00,136.35,136.95,135.53,136.94,3755720.0
2023-02-06 21:30:00,135.83,136.32,134.95,136.18,4841300.0
2023-02-07 21:30:00,135.67,136.4,134.45,135.84,3737553.0
2023-02-08 21:30:00,135.71,136.74,135.16,135.98,4593748.0
2023-02-09 21:30:00,134.99,135.73,133.34,133.75,3918817.0
2023-02-10 21:30:00,133.78,135.77,133.5,135.6,5049571.0
2023-02-13 21:30:00,136.0,137.39,135.85,137.35,4403015.0
2023-02-14 21:30:00,137.05,137.24,135.05,136.01,3202172.0
2023-02-15 21:30:00,135.2,136.445,135.07,136.4,2507004.0
2023-02-16 21:30:00,135.57,135.9672,134.59,135.0,2965495.0
2023-02-17 21:30:00,134.5,135.58,133.89,135.02,3466184.0
2023-02-21 21:30:00,134.0,134.385,131.66,131.71,4257210.0
2023-02-22 21:30:00,131.9,131.99,130.29,130.97,3200185.0
2023-02-23 21:30:00,131.5,131.7,128.86,130.79,3725648.0
2023-02-24 21:30:00,129.62,130.67,129.22,130.57,3015907.0
2023-02-27 21:30:00,131.42,131.87,130.13,130.49,2761326.0
2023-02-28 21:30:00,130.55,130.61,129.14,129.3,5143133.0
2023-03-01 21:30:00,128.9,129.4726,127.74,128.19,3760678.0
2023-03-02 21:30:00,128.39,129.22,127.71,128.93,3340254.0
2023-03-03 21:30:00,129.35,129.905,128.77,129.64,2860286.0
2023-03-06 21:30:00,129.64,130.86,129.59,130.19,2982980.0
2023-03-07 21:30:00,130.28,130.42,128.19,128.25,3530439.0
2023-03-08 21:30:00,128.48,128.74,127.545,128.05,2778798.0
2023-03-09 21:30:00,128.3,128.53,125.98,126.16,5478317.0
2023-03-10 21:30:00,126.12,127.29,125.13,125.45,5990881.0
2023-03-13 20:30:00,125.15,128.19,124.85,125.58,8188369.0
2023-03-14 20:30:00,126.49,126.64,123.2,124.65,8114792.0
2023-03-15 20:30:00,122.99,123.35,121.71,123.28,5989339.0
2023-03-16 20:30:00,122.96,124.82,121.92,124.7,6441392.0
2023-03-17 20:30:00,124.08,124.52,122.93,123.69,37400173.0
2023-03-20 20:30:00,124.31,126.16,124.19,125.94,4588304.0
2023-03-21 20:30:00,126.9,127.15,125.66,126.57,3856345.0
2023-03-22 20:30:00,127.0,127.215,124.01,124.05,3549024.0
2023-03-23 20:30:00,123.81,124.93,122.6,123.37,4651936.0
2023-03-24 20:30:00,123.36,125.4,122.88,125.29,3812644.0
2023-03-27 20:30:00,126.47,130.255,126.47,129.31,6524113.0
2023-03-28 20:30:00,129.18,129.66,128.8,129.34,2889115.0
2023-03-29 20:30:00,130.12,130.35,129.18,129.71,3279846.0
2023-03-30 20:30:00,130.16,131.48,129.1,129.22,3561762.0
2023-03-31 20:30:00,129.47,131.23,129.42,131.09,4524686.0
2023-04-03 20:30:00,130.97,132.61,130.77,132.06,3840139.0
2023-04-04 20:30:00,131.99,132.1499,130.89,131.6,3382783.0
2023-04-05 20:30:00,131.37,132.61,131.37,132.14,2898759.0
2023-04-06 20:30:00,132.16,132.6,130.315,130.5,3050581.0
2023-04-10 20:30:00,129.83,131.08,129.24,131.03,2614402.0
2023-04-11 20:30:00,130.58,131.105,130.18,130.42,3132430.0
2023-04-12 20:30:00,130.4,130.8857,128.17,128.54,3957542.0
2023-04-13 20:30:00,128.01,128.39,126.0,127.9,5621512.0
2023-04-14 20:30:00,128.46,129.84,127.31,128.14,4180614.0
2023-04-17 20:30:00,128.3,128.72,126.8,127.82,3662666.0
2023-04-18 20:30:00,128.14,128.68,127.35,127.78,3193787.0
2023-04-19 20:30:00,126.5,126.98,125.3,126.32,7014368.0
2023-04-20 20:30:00,130.15,130.98,125.84,126.36,9749618.0
2023-04-21 20:30:00,126.0,126.7,125.27,125.73,6725426.0
2023-04-24 20:30:00,125.55,126.05,124.56,125.4,4043892.0
2023-04-25 20:30:00,124.9,126.19,124.76,125.89,4275396.0
2023-04-26 20:30:00,125.81,126.545,125.12,125.85,4070168.0
2023-04-27 20:30:00,126.37,127.02,125.455,126.97,3204889.0
2023-04-28 20:30:00,126.58,127.25,125.64,126.41,5061247.0
2023-05-01 20:30:00,126.35,126.75,126.06,126.09,2724992.0
2023-05-02 20:30:00,126.3,126.45,123.27,125.16,4445283.0
2023-05-03 20:30:00,125.46,125.57,123.26,123.45,4554212.0
2023-05-04 20:30:00,123.03,123.52,121.7563,122.57,4468237.0
2023-05-05 20:30:00,123.11,124.1,122.805,123.65,4971936.0
2023-05-08 20:30:00,123.76,123.92,122.55,123.4,3663818.0
2023-05-09 20:30:00,121.9,121.97,120.66,121.17,4540047.0
2023-05-10 20:30:00,121.99,122.49,121.1,122.02,4189222.0
2023-05-11 20:30:00,122.02,122.24,120.55,120.9,3446452.0
2023-05-12 20:30:00,121.41,122.86,121.11,122.84,4564825.0
2023-05-15 20:30:00,123.0,123.6881,122.34,123.36,2915725.0
2023-05-16 20:30:00,123.35,123.86,122.45,123.46,2749125.0
2023-05-17 20:30:00,123.94,125.85,123.47,125.71,4515134.0
2023-05-18 20:30:00,125.3,126.51,125.1894,126.15,3797883.0
